,InvaCost_ID,Cost_ID,Repository,Reference_ID,Reference_title,Authors,Abstract,Publication_year,Language,Type_of_material,Previous_materials,Availability,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Common_name,Environment,Environment_IAS,HabitatVerbatim,Habitat,urbanArea,protectedArea,Island,Geographic_region,Official_country,State|Province|Administrative_area,Location,Spatial_scale,Period_of_estimation,Time_range,Probable_starting_year,Probable_ending_year,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Occurrence,Raw_cost_estimate_original_currency,Min_Raw_cost_estimate_original_currency,Max_Raw_cost_estimate_original_currency,Raw_cost_estimate_2017_USD_exchange_rate,Raw_cost_estimate_2017_USD_PPP,Cost_estimate_per_year_original_currency,Cost_estimate_per_year_2017_USD_exchange_rate,Cost_estimate_per_year_2017_USD_PPP,Currency,Applicable_year,Type_of_applicable_year,Implementation,Acquisition_method,Impacted_sector,Type_of_cost,Type_of_cost_merged,Management_type,Method_reliability,Method_reliability_refined,Method_reliability_Explanation,Method_reliability_Expert_Name,Overlap,Benefit_value(s),Details,Initial contributors_names,Double-checking
11755,IC_4.0_2136,SC4114,TC,Llewellyn2016,Impact of weeds on Australian grain production: The cost of weeds to Australian grain growers and the adoption of weed managemet and tillage practices,Llewellyn R;Ronning D; Clarke M; Mayfield A; Walker S; Ouzman J,,2016,English,Official report,,Yes,Plantae,Tracheophyta,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Tasmania,Victorian high-rainfall and Tasmanian grain,Site,2014,Year,2014,2017,2014.0,2017.0,Potentially ongoing,12571123.49,,,11733125.0585843,8961374.75053085,12571123.49,11733125.0585843,8961374.75053085,AUD,2014,Effective,Observed,Extrapolation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,Cost data are split from GRDC agroecological zones into state costs via a proportional allocation. GRDC Borad AEZ: Victorian high-rainfall and Tasmanian grain . Data are extracts from Table 53 and 54 ,Andrew Hoskins,no
11756,IC_4.0_2137,SC4115,TC,Llewellyn2016,Impact of weeds on Australian grain production: The cost of weeds to Australian grain growers and the adoption of weed managemet and tillage practices,Llewellyn R;Ronning D; Clarke M; Mayfield A; Walker S; Ouzman J,,2016,English,Official report,,Yes,Plantae,Tracheophyta,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Victoria,Victorian high-rainfall and Tasmanian grain,Site,2014,Year,2014,2017,2014.0,2017.0,Potentially ongoing,10292162.91,,,9606081.32140408,7336808.75089583,10292162.91,9606081.32140408,7336808.75089583,AUD,2014,Effective,Observed,Extrapolation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,Cost data are split from GRDC agroecological zones into state costs via a proportional allocation. GRDC Borad AEZ: Victorian high-rainfall and Tasmanian grain . Data are extracts from Table 53 and 54 ,Andrew Hoskins,no
11757,IC_4.0_2138,SC4116,TC,Llewellyn2016,Impact of weeds on Australian grain production: The cost of weeds to Australian grain growers and the adoption of weed managemet and tillage practices,Llewellyn R;Ronning D; Clarke M; Mayfield A; Walker S; Ouzman J,,2016,English,Official report,,Yes,Plantae,Tracheophyta,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Western Australia,WA Central,Site,2014,Year,2014,2017,2014.0,2017.0,Potentially ongoing,380149358.6,,,354808380.407885,270990963.241945,380149358.6,354808380.407885,270990963.241945,AUD,2014,Effective,Observed,Extrapolation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,Cost data are split from GRDC agroecological zones into state costs via a proportional allocation. GRDC Borad AEZ: WA Central . Data are extracts from Table 53 and 54 ,Andrew Hoskins,no
11758,IC_4.0_2139,SC4117,TC,Llewellyn2016,Impact of weeds on Australian grain production: The cost of weeds to Australian grain growers and the adoption of weed managemet and tillage practices,Llewellyn R;Ronning D; Clarke M; Mayfield A; Walker S; Ouzman J,,2016,English,Official report,,Yes,Plantae,Tracheophyta,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Western Australia,WA Eastern,Site,2014,Year,2014,2017,2014.0,2017.0,Potentially ongoing,92445130.02,,,86282683.6793524,65899873.9953329,92445130.02,86282683.6793524,65899873.9953329,AUD,2014,Effective,Observed,Extrapolation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,Cost data are split from GRDC agroecological zones into state costs via a proportional allocation. GRDC Borad AEZ: WA Eastern . Data are extracts from Table 53 and 54 ,Andrew Hoskins,no
11759,IC_4.0_2140,SC4118,TC,Llewellyn2016,Impact of weeds on Australian grain production: The cost of weeds to Australian grain growers and the adoption of weed managemet and tillage practices,Llewellyn R;Ronning D; Clarke M; Mayfield A; Walker S; Ouzman J,,2016,English,Official report,,Yes,Plantae,Tracheophyta,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Western Australia,WA Sandplain - Mallee,Site,2014,Year,2014,2017,2014.0,2017.0,Potentially ongoing,72478352.04,,,67646902.7769784,51666477.8965864,72478352.04,67646902.7769784,51666477.8965864,AUD,2014,Effective,Observed,Extrapolation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,Cost data are split from GRDC agroecological zones into state costs via a proportional allocation. GRDC Borad AEZ: WA Sandplain - Mallee . Data are extracts from Table 53 and 54 ,Andrew Hoskins,no
11760,IC_4.0_2141,SC4119,TC,Llewellyn2016,Impact of weeds on Australian grain production: The cost of weeds to Australian grain growers and the adoption of weed managemet and tillage practices,Llewellyn R;Ronning D; Clarke M; Mayfield A; Walker S; Ouzman J,,2016,English,Official report,,Yes,Plantae,Tracheophyta,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Western Australia,WA Northern,Site,2014,Year,2014,2017,2014.0,2017.0,Potentially ongoing,115312159.4,,,107625383.530109,82200725.6947525,115312159.4,107625383.530109,82200725.6947525,AUD,2014,Effective,Observed,Extrapolation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,Cost data are split from GRDC agroecological zones into state costs via a proportional allocation. GRDC Borad AEZ: WA Northern . Data are extracts from Table 53 and 54 ,Andrew Hoskins,no
11761,IC_4.0_2142,SC4120,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2019,Year,2019,2019,2019.0,2019.0,Potentially ongoing,76200000.0,59900000.0,107000000,50788190.8481707,49543614.8978933,76200000.0,50788190.8481707,49543614.8978933,AUD,2019,Effective,Observed,Extrapolation,Health,Control/Medical care,Mixed,,High,,,,,no,Table 1: Summary of the annual medical and lost-productivity costs from acute toxoplasmosis,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11762,IC_4.0_2143,SC4121,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2019,Year,2019,2019,2019.0,2019.0,Potentially ongoing,222000000.0,130000000.0,314000000,147965595.384434,144339665.450555,222000000.0,147965595.384434,144339665.450555,AUD,2019,Effective,Observed,Extrapolation,Health,Control/Medical care,Mixed,,High,,,,,no,"Table 2: Summary of the medical, ongoing care and lost productivity costs from congenital Toxoplasmosis gondii infections",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11763,IC_4.0_2144,SC4122,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2019,Year,2019,2019,2019.0,2019.0,Potentially ongoing,3210000000.0,1130000000.0,5480000000,2139502527.85601,2087073540.97424,3210000000.0,2139502527.85601,2087073540.97424,AUD,2019,Effective,Observed,Extrapolation,Health,Control/Medical care,Mixed,,High,,,,,no,Table 3: Summary of the costs from the impacts of Toxoplasmosis gondii infection on human behaviour and mental illness traffic accidents component,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11764,IC_4.0_2145,SC4123,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2019,Year,2019,2019,2019.0,2019.0,Potentially ongoing,2460000000.0,738000000.0,4670000000,1639618759.66535,1599439536.07372,2460000000.0,1639618759.66535,1599439536.07372,AUD,2019,Effective,Observed,Extrapolation,Health,Control/Medical care,Mixed,,High,,,,,no,Table 3: Summary of the costs from the impacts of Toxoplasmosis gondii infection on human behaviour and mental illness suicides and suicide attempts,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11765,IC_4.0_2146,SC4124,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2019,Year,2019,2019,2019.0,2019.0,Potentially ongoing,79200000.0,50700000.0,113000000,52787725.9209333,51494150.9174954,79200000.0,52787725.9209333,51494150.9174954,AUD,2019,Effective,Observed,Extrapolation,Health,Control/Medical care,Mixed,,High,,,,,no,Table 3: Summary of the costs from the impacts of Toxoplasmosis gondii infection on human behaviour and mental illness schitzophrenia component,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11766,IC_4.0_2147,SC4125,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2019,Year,2019,2019,2019.0,2019.0,Potentially ongoing,9970000.0,5900000.0,16500000,6645121.55848113,6482281.37181097,9970000.0,6645121.55848113,6482281.37181097,AUD,2019,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,Table 4: summary of theannual costs of Toxoplasma gondii induced abortions to the sheep industry in Australia,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11767,IC_4.0_2148,SC4126,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,South Australia,South Australia,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,22500.0,,,16410.1339949807,14916.5443611074,22500.0,16410.1339949807,14916.5443611074,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: South Australia - Lamb",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11768,IC_4.0_2149,SC4127,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,South Australia,South Australia,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,1183000.0,,,862808.37849165,784278.75463067,1183000.0,862808.37849165,784278.75463067,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: South Australia - Mutton",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11769,IC_4.0_2150,SC4128,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,New South Wales,New South Wales,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,44900.0,,,32747.3340610948,29766.7929694988,44900.0,32747.3340610948,29766.7929694988,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: New South Wales- Lamb",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11770,IC_4.0_2151,SC4129,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,New South Wales,New South Wales,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,17200.0,,,12544.6357650519,11402.8694671577,17200.0,12544.6357650519,11402.8694671577,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: New South Wales - Mutton",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11771,IC_4.0_2152,SC4130,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Victoria,Victoria,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,52900.0,,,38582.0483704212,35070.4531867814,52900.0,38582.0483704212,35070.4531867814,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: Victoria - Lamb",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11772,IC_4.0_2153,SC4131,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Victoria,Victoria,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,275000.0,,,200568.304383097,182313.319969091,275000.0,200568.304383097,182313.319969091,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: Victoria Mutton",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11773,IC_4.0_2154,SC4132,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Queensland,Queensland,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,345.0,,,251.622054589704,228.720346870314,345.0,251.622054589704,228.720346870314,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: Queensland - Mutton",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11774,IC_4.0_2155,SC4133,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Western Australia,Western Australia,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,12600.0,,,9189.67503718917,8353.26484222015,12600.0,9189.67503718917,8353.26484222015,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state:Western Australia - Lamb",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11775,IC_4.0_2156,SC4134,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Western Australia,Western Australia,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,16000.0,,,11669.4286186529,10607.3204345653,16000.0,11669.4286186529,10607.3204345653,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: Western Australia - Mutton",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11776,IC_4.0_2157,SC4135,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Tasmania,Tasmania,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,47200.0,,,34424.8144250261,31291.5952819675,47200.0,34424.8144250261,31291.5952819675,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: Tasmania - Lamb",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11777,IC_4.0_2158,SC4136,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Tasmania,Tasmania,Site,2018,Year,2019,2019,2019.0,2019.0,Potentially ongoing,104000.0,,,75851.286021244,68947.5828246743,104000.0,75851.286021244,68947.5828246743,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Damage-loss,Damage,,High,,,,,no,"Table 5: Estimates for the annual costs of macroscopic sarcocystosis to the sheep industry in Australia, by state: Tasmania - Mutton",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11778,IC_4.0_2159,SC4137,TC,Legge2020,Cat-dependent diseases cost Australia AU$6 billion per year through impacts on human health and livestock production,Sarah Legge;Pat L. Taggart; Chris R. Dickman; John L. Read; John C. Z. Woinarski,,2020,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Cat,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2019,Year,2019,2019,2019.0,2019.0,Potentially ongoing,5460000.0,4860000.0,6480000,3639153.83242798,3549975.55567582,5460000.0,3639153.83242798,3549975.55567582,AUD,2019,Effective,Observed,Extrapolation,Health,Control/Medical care,Mixed,,High,,,,,no,Costs of medical care and lost productivity from Cat transmitted Batronella henselae infection,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11779,IC_4.0_2160,SC4138,TC,McLeod2018,Annual costs of Weed in Australia,Ross McLeod,,2018,English,Official report,,Yes,Plantae,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2018,Year,2018,2020,2018.0,2020.0,Potentially ongoing,4823300000.0,4335600000.0,5844700000,3517822191.02179,3197643040.75242,4823300000.0,3517822191.02179,3197643040.75242,AUD,2018,Effective,Observed,Extrapolation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,Table 1 from McLeod report using the economic surplus estimate. Agricultural costs,Andrew Hoskins,no
11780,IC_4.0_2161,SC4139,TC,McLeod2018,Annual costs of Weed in Australia,Ross McLeod,,2018,English,Official report,,Yes,Plantae,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2018,Year,2018,2020,2018.0,2020.0,Potentially ongoing,29100000.0,29100000.0,29100000,21223773.300175,19292064.0403656,29100000.0,21223773.300175,19292064.0403656,AUD,2018,Effective,Observed,Extrapolation,Unspecified,Control/Management,Management,Post-invasion_management,High,,,,,no,Table 1 from McLeod report using the economic surplus estimate. Public costs,Andrew Hoskins,no
11781,IC_4.0_2162,SC4140,TC,McLeod2018,Annual costs of Weed in Australia,Ross McLeod,,2018,English,Official report,,Yes,Plantae,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2018,Year,2018,2020,2018.0,2020.0,Potentially ongoing,132300000.0,132300000.0,132300000,96491587.8904863,87709280.8433116,132300000.0,96491587.8904863,87709280.8433116,AUD,2018,Effective,Observed,Extrapolation,Unspecified,Control/Management,Management,Post-invasion_management,High,,,,,no,Table 1 from McLeod report using the economic surplus estimate.Private costs,Andrew Hoskins,no
11782,IC_4.0_2163,SC4141,TC,McLeod2018,Annual costs of Weed in Australia,Ross McLeod,,2018,English,Official report,,Yes,Plantae,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Diverse/Unspecified,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,2018,Year,2018,2020,2018.0,2020.0,Potentially ongoing,4500000.0,4500000.0,4500000,3282026.79899613,2983308.87222148,4500000.0,3282026.79899613,2983308.87222148,AUD,2018,Effective,Observed,Extrapolation,Unspecified,Control/Management,Management,Post-invasion_management,High,,,,,no,Table 1 from McLeod report using the economic surplus estimate. Indigenous costs,Andrew Hoskins,no
11783,IC_4.0_2164,SC4142,TC,Sutherst2000,"The vulnerability of Australian horticulture to the Queensland fruit fly, Bactrocera (Dacus) tryoni, under climate change",Robert W. Sutherst Ben S. Collyer and Tania Yonow,,2000,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera tryoni,,Queensland fruit fly,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,1993,Year,1991,1994,1991.0,1994.0,Potentially ongoing,1300000.0,,,1500016.4207364,1680282.01505957,1300000.0,1500016.4207364,1680282.01505957,AUD,1993,Effective,Observed,Report/Estimation,Agriculture,Control/Monitoring,Management,Post-invasion_management,High,,,,,no,"From surveys conducted for this study the combined
research expenditure of governments and other publicsources on the Queensland fruit fly was estimated at $1.3
million. Costs of the Queensland fruit fly to the
Commonwealth government were restricted almost entirely
to the funding of research. The Commonwealth government
currently supports the Tri-State Fruit Fly Project with
$600 000 over 4 years. This funding is largely for the operation of a prototype sterile Queensland fruit fly production
factory. The remaining $1.15 million is spent primarily on
research.",Andrew Hoskins,no
11784,IC_4.0_2165,SC4143,TC,Sutherst2000,"The vulnerability of Australian horticulture to the Queensland fruit fly, Bactrocera (Dacus) tryoni, under climate change",Robert W. Sutherst Ben S. Collyer and Tania Yonow,,2000,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera tryoni,,Queensland fruit fly,Terrestrial,,,,other,,Y,Oceania,Australia,Queensland,Queensland,Site,1993,Year,1993,1993,1993.0,1993.0,Potentially ongoing,60000.0,,,69231.5271109106,77551.4776181341,60000.0,69231.5271109106,77551.4776181341,AUD,1993,Effective,Observed,Report/Estimation,Agriculture,Control/Monitoring,Management,Post-invasion_management,High,,,,,no,Table 2. State expenditures (10^3 x $AU) on Queensland fruit fly,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11785,IC_4.0_2166,SC4144,TC,Sutherst2000,"The vulnerability of Australian horticulture to the Queensland fruit fly, Bactrocera (Dacus) tryoni, under climate change",Robert W. Sutherst Ben S. Collyer and Tania Yonow,,2000,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera tryoni,,Queensland fruit fly,Terrestrial,,,,other,,Y,Oceania,Australia,New South Wales,New South Wales,Site,1993,Year,1993,1993,1993.0,1993.0,Potentially ongoing,4268000.0,,,4924669.29515611,5516495.10790327,4268000.0,4924669.29515611,5516495.10790327,AUD,1993,Effective,Observed,Report/Estimation,Agriculture,Control/Monitoring,Management,Post-invasion_management,High,,,,,no,Table 2. State expenditures (10^3 x $AU) on Queensland fruit fly,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
